artist,song,year,tag,views,signified,signifier,line
Henry Fielding,In which two strangers make their appearance.,1751,misc,2,speaks more,a philosopher than a christian,"But he speaks more like a philosopher than a Christian. I am more pleased with a French writer, one of the best, indeed, that I ever read, who blames men for lamenting the ill return which is so often made to the best offices. {Footnote: D’Esprit.} A true Christian can never be disappointed if he doth not receive his reward in this world; the labourer might as well complain that he is not paid his hire in the middle of the day.”"
Henry Fielding,In which two strangers make their appearance.,1751,misc,2,it is,the beautiful colour of some poisons,"“Pardon me, sir,” cries the doctor. “Indeed, as an enemy merely, and from a spirit of revenge, he cannot, and he ought not to prosecute him; but as an offender against the laws of his country he may, and it is his duty so to do. Is there any spirit of revenge in the magistrates or officers of justice when they punish criminals? Why do such, ordinarily I mean, concern themselves in inflicting punishments, but because it is their duty? and why may not a private man deliver an offender into the hands of justice, from the same laudable motive? Revenge, indeed, of all kinds is strictly prohibited; wherefore, as we are not to execute it with our own hands, so neither are we to make use of the law as the instrument of private malice, and to worry each other with inveteracy and rancour. And where is the great difficulty in obeying this wise, this generous, this noble precept? If revenge be, as a certain divine, not greatly to his honour, calls it, the most luscious morsel the devil ever dropt into the mouth of a sinner, it must be allowed at least to cost us often extremely dear. It is a dainty, if indeed it be one, which we come at with great inquietude, with great difficulty, and with great danger. However pleasant it may be to the palate while we are feeding on it, it is sure to leave a bitter relish behind it; and so far, indeed, it may be called a luscious morsel, that the most greedy appetites are soon glutted, and the most eager longing for it is soon turned into loathing and repentance. I allow there is something tempting in its outward appearance, but it is like the beautiful colour of some poisons, from which, however they may attract our eyes, a regard to our own welfare commands us to abstain. And this is an abstinence to which wisdom alone, without any Divine command, hath been often found adequate, with instances of which the Greek and Latin authors everywhere abound. May not a Christian, therefore, be well ashamed of making a stumbling-block of a precept, which is not only consistent with his worldly interest, but to which so noble an incentive is proposed?”"
Genius English Translations,Lil Careca - Esquema de Pirâmide English Translation,2022,rap,4,is round,a ball,"Ass is round like a ball, I shavеd my pubic hair"
Marr Grey,Whole Lotta,2022,rap,27,night rider,an equestrian,I'm a night rider like an equestrian
Blxst & Zacari,Sometimes,2022,rap,3021,the ice,a disco ball,Bouncin' off the ice like a disco ball
Blxst & Zacari,Sometimes,2022,rap,3021,body shaped,an old school coca cola bottle,Body shaped like an old school Coca Cola bottle
Latto,Sunshine,2022,rap,15456,these vv's,the sun up,Bring out these VV's like the sun up
Latto,Sunshine,2022,rap,15456,mass drip,a sink,"Yeah, I got mass drip like a sink"
Jason R.,Tussles,2022,rap,1,gonna pass,the breeze,These days gonna pass like the breeze
X LoW,Never Love Me Lust,2022,rap,2,you wouldn't,a real man like me,I knew You wouldn't like a real man like me (Like me)
Loser Club,Google Slides,2022,rap,6,bout kisses,the kiss on my tip,Talkin bout kisses like the kiss on my tip
RedTintedFaith,The Warm-Up 2021 Remastered Version,2021,rap,21,fly away,a bird,And make it fly! fly! fly away like a bird
Lil rapscallion,Devious diss,2022,rap,5,just left,your dad did your mum in romania your mums a little bit incest isnt she ive seen her nudes on pintrest lets be honest who hasnt,But at the end of the day I just left like your dad did your mum in romania your mums a little bit incest isnt she ive seen her nudes on pintrest lets be honest who hasnt
Malibu,Sexual Love,2021,rap,8,body,an ocean i'm tryna explore ya,Body like an ocean I'm tryna explore ya
Murcia Finest,Die Trying,2022,rap,43,i float,a butterfly,"I float like a butterfly, sting like a bee no"
Raiyuinthecut,Pyro,2022,rap,4,i feel,a pyro,Grab me the fire I feel like a Pyro
Raiyuinthecut,Pyro,2022,rap,4,he look,a bot,Burning his face he look like a Bot
Raiyuinthecut,Pyro,2022,rap,4,i feel,a pyro,Grab me the fire I feel like a Pyro
Raiyuinthecut,Pyro,2022,rap,4,he look,a bot,Burning his face he look like a Bot
Mike Dimes,Same Gang,2022,rap,266,your mouth,a vacuum,"Show me somethin' good, treat your mouth like a vacuum"
DEXNDRE,TENEBROUS,2022,rap,74,walking,a dead man cause my heart is so empty,Walking like a dead man cause my heart is so empty
DEXNDRE,TENEBROUS,2022,rap,74,i feel,a dead god,"I feel like a dead God, I'm a mo'fucking demi"
DEXNDRE,TENEBROUS,2022,rap,74,walking,a dead man cause my heart is so empty,Walking like a dead man cause my heart is so empty
DEXNDRE,TENEBROUS,2022,rap,74,i feel,a dead god,"I feel like a dead God, I'm a mo'fucking demi"
Sister Carol,Reggae Gone International,1984,rap,51,it movin',a cancer in di us of a,It movin' like a cancer in di US of A
K.A.A.N. & Dem Jointz,Free Fall,2022,rap,195,my energy,a b,They wanna steal my energy like a B&E
K.A.A.N. & Dem Jointz,Free Fall,2022,rap,195,on me,an air bnb,Sleeping on me like an air BnB
K.A.A.N. & Dem Jointz,Free Fall,2022,rap,195,feeling,a nigga can,Feeling like a nigga can’t coexist
Wafed,BROS BEFORE HOES,2022,rap,46,i feel,a villain tryna beat the motherfucking ceiling,"I feel like a villain tryna beat the motherfucking ceiling, ayy"
Dugis,Lock,2022,rap,9,shot him,a henchman,"Nigga a bot, I shot him like a henchman"
Dugis,Lock,2022,rap,9,me up,her daddy a reverend,She bless me up like her daddy a reverend
Dugis,Lock,2022,rap,9,she weird,the illuminati,She weird like the Illuminati
Sunshine Christo,HeroinTales2k21,2022,rap,3,injects that,a task,Pass her a bag and she injects that like a task
February Bank,Arsenio,2020,rap,6,underground just,the dirt,You can find me underground just like the dirt
February Bank,Arsenio,2020,rap,6,really shaking,a twerk,And now my booty really shaking like a twerk
DeeKay (Rapper),​baby,2022,rap,18,a ho,a lick,"I hit a ho like a lick, switch lanes, go drift"
SICKRANO,Abel,2022,rap,21,they reborn,a hindu binge,And I'm tired of killing things when they reborn like a hindu binge
SICKRANO,Abel,2022,rap,21,your life,the snooze alarm,I can do some harm and take away your life like the snooze alarm
SICKRANO,Abel,2022,rap,21,the stage,a pedal when i'm stepping upon,Treat the stage like a pedal when I'm stepping upon
SICKRANO,Abel,2022,rap,21,always follow,a colorboard,These new ones always follow like a colorboard
SICKRANO,Abel,2022,rap,21,the hills,a hiking trip,In my viking ship better run for the hills like a hiking trip
SICKRANO,Abel,2022,rap,21,fucking shot,a nose spray,Take a fucking shot like a nose spray
SICKRANO,Abel,2022,rap,21,i drop,a white cop that goes grey,And I drop like a white cop that goes grey
SICKRANO,Abel,2022,rap,21,to release,a breath you'll be neglecting me,Is to release like a breath you'll be neglecting me but ineffectivly
SICKRANO,Abel,2022,rap,21,of duty,a telephone,And that's my call of duty like a telephone
Leo IV,I hope i make it to a tour bus,2022,rap,19,stay smoked,a hippy,Stay smoked like a hippy
Su'Lan,Free SuLan,2021,rap,9,bitch just,a great white,"Think you hard to find, I'll drown this bitch just like a great white"
Illkastro,Pressure,2022,rap,6,flows hitting,a drive by,My flows hitting like a drive by
Phife Dawg,God Send,2022,rap,338,felt,my last days,"Your boy was so damn sick, felt like my last days"
Dylan Andre,Too Late,2022,rap,4,me covered,a skin tan,Squad down got me covered like a skin tan
Dylan Andre,Too Late,2022,rap,4,spit fire,a volcano,Spit fire like a volcano
Dylan Andre,Too Late,2022,rap,4,the bitch,a broadway show,I'm live in the bitch like a Broadway show
Triple01s,LIVID,2022,rap,624,stay on-point,a decimal,Imma stay on-point like a decimal
Triple01s,LIVID,2022,rap,624,it press,a jeet code,"Give it to bro, make it press like a jeet code"
Triple01s,LIVID,2022,rap,624,press,a cheat code,"Press like a cheat code, ching like a C4"
VSauce,1234567891011121314151617181920212223242526272829303132333435...,2015,misc,9,not sound,a lot,"Hey, Vsauce. Michael here. Let's take a moment to recognize the heroes who count. Canadian Mike Smith holds the world record for the largest number counted to in one breath - 125. But the world record for the largest number ever counted to belongs to Jeremy Harper from Birmingham, Alabama. In order to set the record, Harper never left his apartment. He got regular sleep, but from the moment he woke up in the morning until the moment he went to bed at night, Harper did nothing but count. He streamed the entire process over the Internet and raised money for charity while doing it, but after three months of counting all day, every day, he finally reached the world record - 1 million. Now, a million might not sound like a lot, but think of this way. One thousand seconds is about 17 minutes, but a million seconds is more than 11 days. And a billion seconds, well, that's more than 31 years. There's no full video online of Harper counting all the way to a million, but you can watch John Harchick count all the way to 100,000, if you have 74 hours to spare. John also has some other channels. One involves more than 300 videos of himself eating carrots. Another, more than 3,000 videos of himself drinking water. Many of John's videos literally have no views."
VSauce,1234567891011121314151617181920212223242526272829303132333435...,2015,misc,9,5 seems,the obvious answer,"The smallest physical thing science could ever hope to observe is the Planck length. In order to look at anything smaller, you'd need to have so much energy concentrated in such a small area a black hole would form and you would lose whatever you were looking at. Okay, with that in mind, here's a question. What number is halfway in-between 1 and 9. 5 seems like the obvious answer. There are four numbers on either side of 5, it's halfway between, right? Well, if you ask this question of a young child or a member of a culture that doesn't teach a linear additive number line, their answer will be 3. You see, they are exhibiting the human mind's natural logarithmic tendency, because 3 in that sense makes sense. Three is three times larger than 1, and 9 is three times larger than 3. Three is in the middle, proportionately."
1vyleague,Loser,2022,rap,4,me walkin',a zombie,Purple in my cup got me walkin' like a zombie
Cruel Santino,OWN GAME,2022,rap,242,he gassed,the whip,All I said was hi now he gassed like the whip
Cruel Santino,OWN GAME,2022,rap,242,he acting,a kid,Put him on time out cuz he acting like a kid
Cruel Santino,OWN GAME,2022,rap,242,something,a rock,"Back and forth, something like a rock and a hard place"
TZB & CUTTHROAT Musik,Michelle Rodriguez,2022,rap,9,turnt up,a motherfucker,Turnt up like a motherfucker
Yung Giraffe,Skittle,2019,rap,2,hot just,a furry,Kind of hot just like a furry
Yung Giraffe,Skittle,2019,rap,2,suck me,a skittle,Heard yo bitch she wanna suck me like a skittle
Yung Giraffe,Skittle,2019,rap,2,and i,the way she wiggle,And I like the way she wiggle
Yung Giraffe,Skittle,2019,rap,2,up just,a missile,Blow me up just like a missile
Yung Giraffe,Skittle,2019,rap,2,feelin,the man,Feelin like the man and I got the fucking top crown
Yung Giraffe,Skittle,2019,rap,2,you look,a deformed boob,You look like a deformed boob
Phife Dawg,Only A Coward,2022,rap,416,lookin',a million bucks,"Lookin' like a million bucks, won't do that baby girl's hair?"
Napoleon Da Legend,Palais de Palissy,2022,rap,5,d up,a pizzeria don't be late reup,Bake the D up like a pizzeria don't be late re-up
Napoleon Da Legend,Mansions with Cinemas,2022,rap,4,was empty,a cartridge,Unimpressed with the promise that was empty like a cartridge
Shiyi,Oasis,2022,rap,15,lotta gibberish,a harry potter curse,Spittin lotta gibberish like a Harry Potter curse
Shiyi,Oasis,2022,rap,15,my steps,a math question,Got me lookin at my steps like a math question
Shiyi,Oasis,2022,rap,15,top just,a rocket,Countin down from the top just like a rocket
Shiyi,Oasis,2022,rap,15,my soul,an organ donor,Givin my heart and my soul like an organ donor
Shiyi,Oasis,2022,rap,15,and right,a particle,Move left and right like a particle
Kid Pistol,MONK,2021,rap,7,was hot,the climate,"RIP, Kid he was hot like the climate"
Thatsokidd,Hunnids Blues,2022,rap,2,is you,the money,The differences between you and others is you like the money and the price tag while you was chasing your dreams them hoes sat back giggled and laughed at you and fumbled they bag straight up
TrulyDrako,Ghost Glock,2022,rap,5,fuck niggas,a slash,Kkk fuck niggas like a slashеr I'm slashing wid passion
TrulyDrako,Ghost Glock,2022,rap,5,fuck niggas,a slasher i'm slashing wid passion,Kkk fuck niggas like a slasher I'm slashing wid passion
Wan Billz,Where I Go Ft. Set Da Trend,2022,rap,129,keep lead,a pencil,30s on 30s keep lead like a pencil
L.A.X.,Gimme Dat,2016,rap,10,me i,your style,"Say me I like your style, come gimme dat (Yeah, aye, come gimme dat)"
L.A.X.,Gimme Dat,2016,rap,10,me i,your style,"Say me I like your style, come gimme dat (Yeah, aye, come gimme dat)"
L.A.X.,Gimme Dat,2016,rap,10,me i,your style,"Say me I like your style, come gimme dat (Yeah, aye, come gimme dat)"
A.J. Smith (Mega Shadow),Cool 😐,2022,rap,9,still cold-hearted,a damn yeti,You are still cold-hearted like a damn yeti
Flexxboychris,At The Top Intro,2021,rap,5,my bag,a bag of tricks,I stay in my bag like a bag of tricks
Psycic,Play the Game 100 Bars,2022,rap,9,catch up,the table condiment,26.u better catch up like the table condiment
Psycic,Play the Game 100 Bars,2022,rap,9,lyrics sound,a lame poem,29.ur lyrics sound like a lame poem
Psycic,Play the Game 100 Bars,2022,rap,9,a transparent,a mother that changed genders,40.Into a transparent like a mother that changed genders
Psycic,Play the Game 100 Bars,2022,rap,9,people that,my music are used to giving stank faces,54.people that like my music are used to giving stank faces
MAJ,Welcome 2 The Party,2022,rap,14,get stiff,a zombie,"We walk in the party, get stiff like a zombie"
MAJ,Welcome 2 The Party,2022,rap,14,nigga talkin',a fan,Why do hatin' ass nigga talkin' like a fan
ASM (A State of Mind),Tobacco,2019,rap,1,falling,the autumn leaves,"Falling like the autumn leaves, seasonally marinated walkman treats"
ASM (A State of Mind),Tobacco,2019,rap,1,use it,a serum,Few know how to use it like a serum
ASM (A State of Mind),Tobacco,2019,rap,1,paint it,a portrait,See the world and wanna paint it like a portrait
Jordan W Carter,INAV I Need a Vacation,2021,rap,2,hold weight,my name cam newton,Last name hold weight like my name Cam newton
Jordan W Carter,INAV I Need a Vacation,2021,rap,2,some music,a church,Because we'll always need some music like a church and a hearse
Jordan W Carter,INAV I Need a Vacation,2021,rap,2,still fried,a frying pan stoved up in house,Still fried like a frying pan stoved up in house
Leaf Dog & BVA,Kimbo Kush,2022,rap,87,truest vision,a new religion,My truest vision like a new religion
Yung Giraffe,Donald Duck,2019,rap,4,the chain,a bike do,"On the chain like a bike do, On a hike dude"
Yung Giraffe,Donald Duck,2019,rap,4,you cry,a bitch,Couldn't walk my step cause you cry like a bitch
Yung Giraffe,Donald Duck,2019,rap,4,see you,a flat bitch,Kinda small ladies see you like a flat bitch
Yung Giraffe,Donald Duck,2019,rap,4,you cocking,the rat did,Kinda tall now you cocking like the rat did
Yung Giraffe,Donald Duck,2019,rap,4,for me,a candidate,Rooting for me like a candidate
Yung Giraffe,Donald Duck,2019,rap,4,e's tight,the wrong thong,Over c's over e's tight like the wrong thong
Yung Giraffe,Donald Duck,2019,rap,4,i shoot,a sitting duck,Post up and I shoot like a sitting duck
Yung Giraffe,Donald Duck,2019,rap,4,bringing bands,the easter bunny,Bringing bands like the easter bunny
Yung Giraffe,Donald Duck,2019,rap,4,so cold,a mcflurry,Ice so cold like a McFlurry
Sxdszn,Just a dream ft. Profound Concept,2022,rap,16,learned to,the cold,Is that learned to like the cold
Sxdszn,Just a dream ft. Profound Concept,2022,rap,16,this shit,a mission,So lately I just been treating this shit like a mission
Sptmbr Yngstr.,Universe.,2022,rap,10,calling plays,a quarter back,Calling plays like a quarter back
Laidback Gemini,Up In Space,2022,rap,14,ressurected,the man from the greatest story evertold,Ressurected like the man from the greatest story evertold
Laidback Gemini,Up In Space,2022,rap,14,sorta,an athlete i'm filled,Sorta Like an athlete I'm filled with adrenaline
PRICE & Wyclef Jean,SQUABBLE,2022,rap,32,you look,a lick he making you strip,"His granny sick, if you look like a lick he making you strip, no Kevin McCall"
PRICE & Wyclef Jean,SQUABBLE,2022,rap,32,hov and,the little bro of mandella,I'm the closest thing to Hov and like the little bro of Mandella
adriansings,God in Me,2018,rap,5,on me,the lights out,They been sleepin' on me like the lights out
adriansings,God in Me,2018,rap,5,on me,the lights out,They been sleepin' on me like the lights out
adriansings,God in Me,2018,rap,5,neck just,the saturn rings,Got that Cuban link around my neck just like the Saturn rings
adriansings,God in Me,2018,rap,5,on me,the lights out,They been sleepin' on me like the lights out
adriansings,God in Me,2018,rap,5,on me,the lights out,They been sleepin' on me like the lights out
AJ_Official2005,HOLDING ON,2022,rap,14,this feels,my own tv show,"This feels like my own TV Show, The remote just clicked"
Lil Nas X,LEAN ON MY BODY,2022,rap,2806,that nigga,a dog,"Walk that nigga like a dog, nеphew own that bitch"
4JM4,Mirage,2022,rap,3,all gone,my neighborhood,All gone like my neighborhood
4JM4,Mirage,2022,rap,3,gone,my favorite rappers,Gone like my favorite rappers
Srn Walkn,Sleeping By The Gun,2022,rap,2,this life,a run,"Do not cross the site, living this life like a run"
Srn Walkn,Sleeping By The Gun,2022,rap,2,this life,a run,"Do not cross the site, living this life like a run"
Fbf K.O,Off Da Ground,2022,rap,4,strings just,a guitar hero,"Niggas be acting tough but in real life these softer than marshmallows I'm about to call your bluff I pull the strings just like a Guitar Hero/ you can't back it up but yeah you sound real good on audio/ I say jump and that bitch jump real high like super Mario/ I got beef with niggas on the streets that I don't even know, probably fucked they girl she suck my dick and nut all in her throat/ got it off the ground straight out the mud and now I'm about to blow/ Feds been watching me for a couple of hours I call em OVO/ watch me get this money round it up just like a rodeo, I could teach you but I ain't got time check out the Rollie tho/ try to rob me leave you laying down just like an underscore/ all your friends on Facebook sad like we seen him a week ago"
Fbf K.O,Off Da Ground,2022,rap,4,its dry,a safari,"KO Ain't About That Life is sharks inside that water boi/ they say that you eat or you get eight ball in da corner hole/ who say dat they gone do what to me, okay I bet he won't/ shout out to my hood they raised me good I never been a punk/ Poppin Off the mouth all on the net, boy I don't even argue talkin all that shit but where you at I'll see ur ass tomorrow/   they say I was cutting too much slack but now I'm going hard/ thought you said your girl pussy was wet its dry like a safari/ she ain't worth the money that you spending, like a Sonic ball, she let me and my whole crew hit told us it was free for all/ shoot a couple dollars to my partner bet he knock you off/ I suggest you run and go get Chris before you try to cross"
ZelooperZ,All The Things,2022,rap,43,the rules,a legislation,Tryna make the rules like a legislation
Robbie G,Ready for Me,2019,rap,1,go boom,a long shotty,Track go boom like a long shotty
LilCreeps69,Spark feat. EVERGREEN$,2022,rap,5,dick is,a banana,My dick is like a banana
LilCreeps69,Spark feat. EVERGREEN$,2022,rap,5,dick is,a banana,My dick is like a banana
LilCreeps69,Spark feat. EVERGREEN$,2022,rap,5,dick is,a banana,My dick is like a banana
KirbLaGoop,Circles,2015,rap,5,you tied,a lace of shoes,You walked around me tightly then you tied like a lace of shoes
KirbLaGoop,Circles,2015,rap,5,you tied,a lace of shoes,You walked around me tightly then you tied like a lace of shoes
Errxr_404,LOSINGSLEEP,2022,rap,4,the shit,a thumb tack,Pushin the shit like a thumb tack
Errxr_404,LOSINGSLEEP,2022,rap,4,it down,a frame rate,Slowly it down like a frame rate
DynastyMusicMovement,Everybody Wanna Be God,2022,rap,16,me acting,a goof,My name be living forever isn't me acting like a goof
Drifaygo,Space Coupe o boy,2022,rap,4,em up,a tally,Chop em up line em up like a tally
Drifaygo,Space Coupe o boy,2022,rap,4,em up,a tally,Chop em up line em up like a tally
ZionRyozo,Never Same,2022,rap,8,the roster,a snake,Gotta climb the roster like a snake and ladder game
ZionRyozo,Never Same,2022,rap,8,thе roster,a snake,Gotta climb thе roster like a snake and laddеr game
ZionRyozo,Never Same,2022,rap,8,the roster,a snake,Gotta climb the roster like a snake and ladder game
ZionRyozo,Never Same,2022,rap,8,the roster,a snake,Gotta climb the roster like a snake and ladder game
ZionRyozo,Never Same,2022,rap,8,moving on,a locomotive i,Got me moving on like a locomotive I’m nonstop not a stop watch
ZionRyozo,Never Same,2022,rap,8,a lever,a see saw i be shooting shots like i,I just pulled a lever like a see saw I be shooting shots like I’m sparing lanes
KingMNH,Dark Mode,2022,rap,6,be wavy,a reef,"Smoking on the leaf, I be wavy like a reef"
KingMNH,Dark Mode,2022,rap,6,they looking,a fetus,"All these niggas is my sons, and they looking like a fetus"
$LOTHBOI,HEY MOM I JOINED A CULT,2021,rap,20,on you,a hawk,"ON YOU LIKE A HAWK, I SEE YOUR MIND"
$LOTHBOI,HEY MOM I JOINED A CULT,2021,rap,20,on you,a hawk,"ON YOU LIKE A HAWK, I SEE YOUR MIND"
Lil Skies,Finer Things,2022,rap,284,nothing average,the finer things,"Designer clothes, it's nothing average like the finer things"
Rich Amiri,​new vette,2022,rap,25,that dope,a fiend,"I went to L.A, I'm smokin', I'm rollin' up green, I'm on that dope like a fiend (Yeah-yeah-yeah, yeah)"
Rich Amiri,​new vette,2022,rap,25,that dope,a fiend,"I went to L.A, I'm smokin', I'm rollin' up green, I'm on that dope like a fiend (Oh my God, bop, bop, bop, bop)"
Sunshine Christo,Vulgar Crossing,2022,rap,4,treat her,my ex,"Treat her like my ex, but I still fuck to fuck her"
Lil Zay Osama,Fuck My Cousin,2022,rap,3928,they don't,my niggas,I don't like them niggas they don't like my niggas and I'm too rich to be fightin' them niggas
Sultan (BandLab),Goo Goo GaGa DANI JACK verse,2022,rap,19,you're cryin',a baby,We're all crackin' up while you're cryin' like a baby
Sultan (BandLab),Goo Goo GaGa DANI JACK verse,2022,rap,19,you're cryin',a baby,We're all crackin' up while you're cryin' like a baby
Sultan (BandLab),Goo Goo GaGa DANI JACK verse,2022,rap,19,you're cryin',a baby,We're all crackin' up while you're cryin' like a baby
Sultan (BandLab),Goo Goo GaGa DANI JACK verse,2022,rap,19,you're cryin',a baby,We're all crackin' up while you're cryin' like a baby
Sultan (BandLab),Goo Goo GaGa DANI JACK verse,2022,rap,19,you're cryin',a baby,We're all crackin' up while you're cryin' like a baby
Sultan (BandLab),Goo Goo GaGa DANI JACK verse,2022,rap,19,you're cryin',a baby,We're all crackin' up while you're cryin' like a baby
81Hundo,Wassaname,2021,rap,651,swerved on,a deer,All that woofin' on the 'net gon' get you swerved on like a deer (Skrrt)
T-Shyne,Log Out,2022,rap,706,couple spots,a cheetah,Couple spots like a cheetah
T-Shyne,Log Out,2022,rap,706,bе ridin',a seesaw,She bе ridin' like a seesaw (Seesaw)
T-Shyne,Log Out,2022,rap,706,sex talk,the birds,Sex talk like the birds and bees
T-Shyne,Log Out,2022,rap,706,got stripes,a zebra,I got stripes like a zebra (Stripes)
T-Shyne,Log Out,2022,rap,706,goin' big,the beatles,Goin' big like The Beatles
T-Shyne,Log Out,2022,rap,706,couple spots,a cheetah,Couple spots like a cheetah
T-Shyne,Log Out,2022,rap,706,roll,a car when it stall out,"Log out, roll like a car when it stall out"
T-Shyne,Log Out,2022,rap,706,the band,a bank,"She with the band like a bank, woah"
T-Shyne,Log Out,2022,rap,706,couple spots,a cheetah,Couple spots like a cheetah (Cheetah)
Abstract & Kode Break,INTERNET THUGZ,2022,rap,8,overheads,the first floor to a hater's room,Overheads like the first floor to a hater's room
HELLOCYKA,TOE TAG,2022,rap,20,cut em,a fang,10 shots off imma cut em like a fang
Wynta,Dont Worry,2022,rap,3,stay tight,a stoner,It’s jokes cah i don’t smoke weed but my eyes stay tight like a stoner
Mikey Bustos,Filipino National Heroes Rap,2016,rap,13,i'm now,a spanish,I'm now like a Spanish
Daniel Monroe,Jashins Witness,2021,rap,4,or water,the battle of cape spartel,When I fight on land or water like the Battle of Cape Spartel
Adamariz,DEAD TO SIN,2022,rap,7,felt,the walls were cavin,Felt like the walls were cavin’ in
Awsomeman224,Trapped,2022,rap,5,tell fortune,a forecaster,I’ll tell fortune like a forecaster
Stinkin Slumrok,BOTANY BAY,2022,rap,28,your scene,my maracas then i come,Cunt don't rattle off your scene like my maracas then I come
Prince Harvey,Van Gogh,2022,rap,5,at me,a savior,Looking at me like a savior
Lil Altoid,Ion got time,2022,rap,48,the four,the mo'fuckin' top,I'm switching the four like the mo'fuckin' top
TBE Mus'ab,Before I Walk Away,2022,rap,2,use me,a prop,It's funny how some niggas try to use me like a prop
SHAHLON,DA MONK,2022,rap,7,hands on,a nail,Hands on like a nail
SHAHLON,DA MONK,2022,rap,7,hover it,the goblin of green,Hover it like the goblin of green
SHAHLON,DA MONK,2022,rap,7,i adapt,a bat,To lights I adapt like a bat
SHAHLON,DA MONK,2022,rap,7,life,a match,Life like a match with Christmas
Styl1sh S1m0n,Betrayal Cover Remake,2022,rap,2,it up,my prophecy,"Had to run it up like my prophecy, financial gain (PinkGrillz)"
Styl1sh S1m0n,Betrayal Cover Remake,2022,rap,2,spare 'em,a bowling lane,"****** prayin' that I spare 'em like a bowling lane (Woo, woo)"
Styl1sh S1m0n,Betrayal Cover Remake,2022,rap,2,it up,my prophecy,"Had to run it up like my prophecy, financial gain (PinkGrillz)"
Shwabadi,Ranking of Kings,2022,rap,268,the flac,my audio lossless,"Now they been tryna come press me, I'm used to the flac like my audio lossless"
Shwabadi,Ranking of Kings,2022,rap,268,get minimilised,a logo,"Uh, go mode, step to the king, you get minimilised like a logo"
Shwabadi,Ranking of Kings,2022,rap,268,comes on,a corset,The pressure comes on like a corset
4JM4,Sometimes I get high in the morning,2022,rap,6,m baking,a sauna,"But my head’s way too clear, I’m baking like a sauna"
IDK,Taco,2022,rap,251,your teeth,your words a toothpick,You lyin' through your teeth like your words a toothpick
Offbeat Smitty,Break for Us,2022,rap,2,kept inside,a feline,"Like I got nine lives, kept inside like a feline"
Austin The Icon,Flex Washington,2022,rap,3,catch it,a pick,Ima catch it like a pick
Austin The Icon,Flex Washington,2022,rap,3,catch it,a pick,Ima catch it like a pick
Austin The Icon,Flex Washington,2022,rap,3,catch it,a pick,Ima catch it like a pick
Austin The Icon,Flex Washington,2022,rap,3,catch it,a pick,Ima catch it like a pick
AYLIEN BLUE,WHAT DO YOU THINK HUMANS WOULD BE LIKE?,2020,rap,10,keep pistols,a leader,I keep pistols like a leader
AYLIEN BLUE,WHAT DO YOU THINK HUMANS WOULD BE LIKE?,2020,rap,10,run it,a track meet,I'm gonn' make em run it like a track meet
AYLIEN BLUE,WHAT DO YOU THINK HUMANS WOULD BE LIKE?,2020,rap,10,substract just,my choppa bitch,"Substract just like my choppa bitch, uh (que esse som tá ficando bom)"
Daniel Monroe,Pave Low,2020,rap,2,your jaw,the flap ends,"Like pistachios, I split your jaw like the flap ends"
Daniel Monroe,Pave Low,2020,rap,2,rap fast,a chopper,Face a ninja who's hyper? Rap fast like a chopper?
Daniel Monroe,Pave Low,2020,rap,2,i'm flying,a pave low,"As his shame grows, I'm flying like a Pave Low"
Daniel Monroe,Pave Low,2020,rap,2,i'm flying,a pave low,I'm flying like a Pave Low
Daniel Monroe,Pave Low,2020,rap,2,i'm flying,a pave low,I'm flying like a Pave Low
Daniel Monroe,Pave Low,2020,rap,2,i'm flying,a pave low,I'm flying like a Pave Low
Daniel Monroe,Pave Low,2020,rap,2,i'm flying,a pave low,I'm flying like a Pave Low
Daniel Monroe,Pave Low,2020,rap,2,head first,an ostrich,I might as well bury you head first like an ostrich
Daniel Monroe,Pave Low,2020,rap,2,i'm flying,a pave low,I'm flying like a Pave Low
Daniel Monroe,Pave Low,2020,rap,2,i'm flying,a pave low,I'm flying like a Pave Low
Gucci Playboy & Leon Loaded,Good Life,2022,rap,6,you look,a clone,I’m one of one baby you look like a clone
Privaledge,Major,2001,rap,6,eat just,a diet,I cook when I want to eat just like a diet
Privaledge,Major,2001,rap,6,the run,a couple of good summers,Now I'm on the run like a couple of good summers
Smaddy Wend,Deals Mate,2022,rap,5,my name,a dj khaled,Wanna hear you say my name like a DJ Khaled
Smaddy Wend,Deals Mate,2022,rap,5,your spirit,a rocket,Wanna hold you down lift your spirit like a rocket
Smaddy Wend,Deals Mate,2022,rap,5,it rain,the summer dtime,Ima make you make it rain like the summer D-time
Blade Brown & K-Trap,Reseller,2022,rap,170,i felt,a reseller,I got bricks for retail and sold them for more and I felt like a reseller (Reseller)
Blade Brown & K-Trap,Reseller,2022,rap,170,i felt,a reseller,I got bricks for retail and sold them for more and I felt like a reseller (Reseller)
Blade Brown & K-Trap,Reseller,2022,rap,170,i felt,a reseller,I got bricks for retail and sold them for more and I felt like a reseller (Reseller)
Blade Brown & K-Trap,Reseller,2022,rap,170,i felt,a reseller,I got bricks for retail and sold them for more and I felt like a reseller (Reseller)
Blade Brown & K-Trap,Reseller,2022,rap,170,i felt,a reseller,I got bricks for retail and sold them for more and I felt like a reseller (Reseller)
Blade Brown & K-Trap,Reseller,2022,rap,170,i felt,a reseller,I got bricks for retail and sold them for more and I felt like a reseller (Reseller)
Lil Soda Boi,Watermelon vape,2022,rap,56,could be,the prom,It could be like the prom
